ID;Nazwa;ID TRAM;ID BUS;Lat;Lon;Strefa;Dzielnica;Ulica;Exit-only (E)/Tram (T)/Bus (B);NŻ;Ex ID;Ex Nazwa
215-1;Brama nr 5 (NŻ) 01;215-1t;;50.069176;20.09178;;;;T;NŻ;;
215-1;Brama nr 5 (NŻ) 02;215-2t;;50.069071;20.091584;;;;T;NŻ;;
219-1;Brama nr 8 (NŻ) 01;;219-01;50.073579166;20.125923888;;;;B;NŻ;;
219-2;Brama nr 8 (NŻ) 02;;219-02;50.073446388;20.126640000;;;;B;NŻ;;
260-1;Branice (NŻ) 01;;260-01;50.059180;20.136710;;;;B;NŻ;;
260-2;Branice (NŻ) 02;;260-02;50.059160;20.136860;;;;B;NŻ;;
261-1;Branice Ośrodek Zdrowia (NŻ) 01;;261-01;50.058430;20.128900;;;;B;NŻ;;
261-2;Branice Ośrodek Zdrowia (NŻ) 02;;261-02;50.058330;20.129410;;;;B;NŻ;;
259-1;Branice Szkoła 01;;259-01;50.060280;20.143230;;;;B;;;
259-2;Branice Szkoła 02;;259-02;50.060190;20.143180;;;;B;;;
383-1;Bratysławska 01;383-1t;;50.08373;19.93416;;;;T;;;
383-2;Bratysławska 02;383-2t;;50.084645;19.933583;;;;T;;;
383-3;Bratysławska 03;;383-03;50.082727222;19.934650000;;;;B;;;
383-4;Bratysławska 04;;383-04;50.083237500;19.933895555;;;;B;;;
383-5;Bratysławska 05;;383-05;50.084493333;19.933443333;;;;B;;;
383-6;Bratysławska 06;;383-06;50.084061111;19.932053611;;;;B;;;
771-1;Brodowicza 01;;771-01;50.070233888;19.962849166;;;;B;;;
771-2;Brodowicza 02;;771-02;50.069084166;19.961114444;;;;B;;;
859-1;Brogi 01;;859-01;50.079866944;19.961033888;;;;B;;;
859-2;Brogi 02;;859-02;50.079642222;19.959393888;;;;B;;;
357-1;Bronowice 01;357-1t;;50.077246;19.901982;;;;T;;;
357-2;Bronowice 02;357-2t;;50.077751;19.900684;;;;T;;;
357-3;Bronowice 03;357-3t;;50.077834;19.900593;;;;T;;;
357-4;Bronowice 04;;357-04;50.077030555;19.902635000;;;;B;;;
357-5;Bronowice 05;;357-05;50.077903333;19.900878888;;;;B;;;
360-1;Bronowice Małe 01;360-1t;;50.08179;19.88192;;;;T;;;
360-2;Bronowice Małe 02;;360-02;50.081087500;19.880468333;;;;B;;;
360-3;Bronowice Małe 03;;360-03;50.079528611;19.880244444;;;;B;;;
360-4;Bronowice Małe 04;;360-04;50.078321;19.8797721;;;;B;;;
360-5;Bronowice Małe 05;;360-05;50.081063888;19.880613055;;;;B;;;
360-6;Bronowice Małe 06;;360-06;50.082106944;19.881660277;;;;B;;;
360-7;Bronowice Małe 07;;360-07;50.082202222;19.883498888;;;;B;;;
360-8;Bronowice Małe 08;;360-08;50.082083611;19.883027500;;;;B;;;
360-9;Bronowice Małe 09;;360-09;50.081640;19.880750;;;;B;;;
388-1;Bronowice SKA 01;388-1t;;50.081331;19.889698;;;;T;;;
388-2;Bronowice SKA 02;388-2t;;50.081524;19.888593;;;;T;;;
388-3;Bronowice SKA 03;;388-03;50.081287500;19.890906111;;;;B;;;
388-4;Bronowice SKA 04;;388-04;50.081632500;19.888428333;;;;B;;;
388-5;Bronowice SKA 05;;388-05;50.081740833;19.888523333;;;;B;;;
388-6;Bronowice SKA 06;;388-06;50.080823055;19.890658611;;;;B;;;
388-7;Bronowice SKA 07;;388-07;50.081535000;19.890548333;;;;B;;;
396-1;Bronowice Wielkie 01;;396-01;50.105209444;19.880874166;;;;B;;;
396-2;Bronowice Wielkie 02;;396-02;50.106031944;19.880098055;;;;B;;;
;Bronowice Małe Wizjonerów;;;50.083529;19.886246;I;Bronowice;ul. Wizjonerów;B;;;
552-1;Brożka (NŻ) 01;552-1t;;50.030494;19.931874;;;;T;NŻ;;
552-2;Brożka (NŻ) 02;552-2t;;50.03053;19.93173;;;;T;NŻ;;
538-1;Brücknera 01;;538-01;50.012505000;19.875941388;;;;B;;;
538-2;Brücknera 02;;538-02;50.011930277;19.875791111;;;;B;;;
2620-1;Brzegi Dom Kultury (NŻ) 01;;2620-01;50.036437777;20.100694166;;;;B;NŻ;;
2620-2;Brzegi Dom Kultury (NŻ) 02;;2620-02;50.036673888;20.101179444;;;;B;NŻ;;
2796-1;Brzegi Granica (NŻ) 01;;2796-01;50.037176666;20.105776111;;;;B;NŻ;;
2796-2;Brzegi Granica (NŻ) 02;;2796-02;50.037184166;20.106511666;;;;B;NŻ;;
2202-1;Brzegi Grobla 01;;2202-01;50.033178333;20.094411388;;;;B;;;
2202-2;Brzegi Grobla 02;;2202-02;50.033433611;20.093693333;;;;B;;;
2203-1;Brzegi Pętla 01;;2203-01;50.031444444;20.094990000;;;;B;;;
2471-1;Brzegi Użytek Ekologiczny (NŻ) 01;;2471-01;50.035700277;20.087573888;;;;B;NŻ;;
2471-2;Brzegi Użytek Ekologiczny (NŻ) 02;;2471-02;50.034868333;20.087424166;;;;B;NŻ;;
2267-1;Brzezie Działki (NŻ) 01;;2267-01;50.116563055;19.828989722;;;;B;NŻ;;
2267-2;Brzezie Działki (NŻ) 02;;2267-02;50.116754166;19.828790555;;;;B;NŻ;;
2264-1;Brzezie Kluczwody (NŻ) 01;;2264-01;50.129236666;19.821835277;;;;B;NŻ;;
2264-2;Brzezie Kluczwody (NŻ) 02;;2264-02;50.128189166;19.821784722;;;;B;NŻ;;
2264-81;Brzezie Kluczwody (NŻ) 81;;2264-81;50.129303055;19.821800833;;;;B;NŻ;;
2264-82;Brzezie Kluczwody (NŻ) 82;;2264-82;50.128172222;19.821819722;;;;B;NŻ;;
2222-1;Brzezie Kościół (NŻ) 01;;2222-01;50.132426388;19.821678333;;;;B;NŻ;;
2222-2;Brzezie Kościół (NŻ) 02;;2222-02;50.132233611;19.821593333;;;;B;NŻ;;
2222-81;Brzezie Kościół (NŻ) 81;;2222-81;50.132455000;19.821639444;;;;B;NŻ;;
2222-82;Brzezie Kościół (NŻ) 82;;2222-82;50.132195277;19.821634722;;;;B;NŻ;;
2263-1;Brzezie Kulka (NŻ) 01;;2263-01;50.124841111;19.815266111;;;;B;NŻ;;
2263-2;Brzezie Kulka (NŻ) 02;;2263-02;50.125033888;19.814425833;;;;B;NŻ;;
2268-1;Brzezie Narodowe (NŻ) 01;;2268-01;50.122124166;19.821656111;;;;B;NŻ;;
2268-2;Brzezie Narodowe (NŻ) 02;;2268-02;50.121948055;19.822343333;;;;B;NŻ;;
2268-3;Brzezie Narodowe (NŻ) 03;;2268-03;50.124333611;19.821657777;;;;B;NŻ;;
2268-4;Brzezie Narodowe (NŻ) 04;;2268-04;50.122836666;19.821134444;;;;B;NŻ;;
2345-1;Brzezinka Kościół 01;;2345-01;50.137895000;19.738636111;;;;B;;;
2345-2;Brzezinka Kościół 02;;2345-02;50.137714166;19.738781388;;;;B;;;
2423-1;Brzezinka Kuźnia 01;;2423-01;49.962834166;19.649572777;;;;B;;;
2423-2;Brzezinka Kuźnia 02;;2423-02;49.963110555;19.648595833;;;;B;;;
2346-1;Brzezinka Skrzyżowanie 01;;2346-01;50.135246111;19.739686944;;;;B;;;
2346-2;Brzezinka Skrzyżowanie 02;;2346-02;50.135576388;19.739683055;;;;B;;;
2344-1;Brzezinka Zarzecze 01;;2344-01;50.138229166;19.747830277;;;;B;;;
2344-2;Brzezinka Zarzecze 02;;2344-02;50.138185833;19.748066388;;;;B;;;
2425-1;Brzeźnica Dworzec 01;;2425-01;49.967182777;19.628235833;;;;B;;;
2424-1;Brzeźnica Pasieka 01;;2424-01;49.964664166;19.639410555;;;;B;;;
2424-2;Brzeźnica Pasieka 02;;2424-02;49.964880833;19.638468333;;;;B;;;
2681-1;Brzoskwinia Góra 01;;2681-01;50.093341944;19.729596666;;;;B;;;
2681-2;Brzoskwinia Góra 02;;2681-02;50.094015000;19.728848333;;;;B;;;
2088-1;Brzoskwinia Kamyk 01;;2088-01;50.093273333;19.710059722;;;;B;;;
2088-2;Brzoskwinia Kamyk 02;;2088-02;50.093221111;19.710147222;;;;B;;;
2086-1;Brzoskwinia Koziary 01;;2086-01;50.090642222;19.734903055;;;;B;;;
2086-2;Brzoskwinia Koziary 02;;2086-02;50.090581111;19.734913055;;;;B;;;
2089-1;Brzoskwinia Pętla 01;;2089-01;50.089870000;19.702914444;;;;B;;;
2089-81;Brzoskwinia Pętla 81;;2089-81;50.089800000;19.702910000;;;;B;;;
2087-1;Brzoskwinia Remiza 01;;2087-01;50.095685277;19.718598888;;;;B;;;
2087-2;Brzoskwinia Remiza 02;;2087-02;50.095446388;19.718406388;;;;B;;;
2134-1;Brzozówka Oskarówka 01;;2134-01;50.175492777;19.896537777;;;;B;;;
2134-2;Brzozówka Oskarówka 02;;2134-02;50.175519166;19.896426388;;;;B;;;
2133-1;Brzozówka Ośrodek 01;;2133-01;50.172463888;19.898280833;;;;B;;;
2133-2;Brzozówka Ośrodek 02;;2133-02;50.172007500;19.898202222;;;;B;;;
2562-1;Brzyczyna 01;;2562-01;49.972574166;19.869086666;;;;B;;;
2562-3;Brzyczyna 03;;2562-03;49.972815277;19.868660555;;;;B;;;
2055-1;Budzyń Plaża Główna 01;;2055-01;50.047468611;19.791809722;;;;B;;;
2055-2;Budzyń Plaża Główna 02;;2055-02;50.047796944;19.791361666;;;;B;;;
2067-1;Budzyń Zalew na Piaskach 01;;2067-01;50.049695555;19.799601388;;;;B;;;
2067-2;Budzyń Zalew na Piaskach 02;;2067-02;50.049245277;19.799193055;;;;B;;;
585-1;Bujaka 01;;585-01;50.010339444;19.948842777;;;;B;;;
585-2;Bujaka 02;;585-02;50.009641388;19.948417222;;;;B;;;
2289-1;Buków Klin 01;;2289-01;49.946620277;19.841873333;;;;B;;;
2289-2;Buków Klin 02;;2289-02;49.946566388;19.841773333;;;;B;;;
2290-1;Buków Pętla 01;;2290-01;49.953071944;19.834604166;;;;B;;;
2290-2;Buków Pętla 02;;2290-02;49.953585277;19.835135277;;;;B;;;
2288-1;Buków Szkoła 01;;2288-01;49.946417777;19.846647500;;;;B;;;
2288-2;Buków Szkoła 02;;2288-02;49.946485555;19.846578888;;;;B;;;
288-1;Bulwarowa Ogródki Działkowe 01;;288-01;50.071160555;20.053534166;;;;B;;;
783-1;Bunscha 01;;783-01;50.012658888;19.883872222;;;;B;;;
783-2;Bunscha 02;;783-02;50.012073611;19.883155277;;;;B;;;
2293-1;Burów Balica 01;;2293-01;50.093833888;19.774023333;;;;B;;;
2293-2;Burów Balica 02;;2293-02;50.093449722;19.774512222;;;;B;;;
2294-1;Burów Centrum 01;;2294-01;50.095253611;19.769341388;;;;B;;;
205-1;Bystronia 01;;205-01;50.109706388;20.114312500;;;;B;;;
205-2;Bystronia 02;;205-02;50.109800000;20.114817500;;;;B;;;
705-1;Cechowa 01;;705-01;50.006854444;19.970884444;;;;;;;
705-2;Cechowa 02;;705-02;50.007053611;19.972573611;;;;;;;
276-1;Cedyńska 01;;276-01;50.090283888;20.004309722;;;;;;;
276-1;Cedyńska 01;;276-01;50.090280;20.004310;;;;;;;
114-1;Centralna 01;;114-01;50.064047222;20.004055555;;;;;;;Nowohucka 01
114-2;Centralna 02;;114-02;50.063087222;20.003533611;;;;;;;Nowohucka 02
789-1;Centrum JP II 01;;789-01;50.012326388;19.937107500;;;;;;;
400-1;Chabrowa 01;;400-01;50.098581111;19.912057222;;;;;;;
400-2;Chabrowa 02;;400-02;50.097685000;19.912593055;;;;;;;
599-1;Chałubińskiego 01;;599-01;49.982945277;19.936734722;;;;;;;
599-2;Chałubińskiego 02;;599-02;49.983118611;19.936946111;;;;;;;
265-1;Chałupki 01;;265-01;50.048990;20.122050;;;;;;;
262-2;Chałupki Górne 02;;262-02;50.054990;20.125640;;;;;;;
262-4;Chałupki Górne 04;;262-04;50.054650;20.125140;;;;;;;
334-1;Chełm 01;;334-01;50.067823888;19.847234722;;;;;;;
334-2;Chełm 02;;334-02;50.067538333;19.846619722;;;;;;;
334-4;Chełm 04;;334-04;50.067872222;19.846308333;;;;;;;
334-6;Chełm 06;;334-06;50.068030;19.847250;;;;;;;
436-2;Chełmońskiego Osiedle 02;;436-02;50.091783055;19.902153333;;;;;;;
463-2;Chełmońskiego Pętla 02;;463-02;50.093337777;19.897231388;;;;;;;
463-4;Chełmońskiego Pętla 04;;463-04;50.093540277;19.897571666;;;;;;;
335-1;Chełmska 01;;335-01;50.063717500;19.841029722;;;;;;;
335-2;Chełmska 02;;335-02;50.063910277;19.841100000;;;;;;;
2617-1;Chobot Kapliczka 01;;2617-01;50.073703611;20.345946666;;;;;;;
2617-2;Chobot Kapliczka 02;;2617-02;50.073618888;20.347514444;;;;;;;
2618-1;Chobot Leśniczówka 01;;2618-01;50.080205555;20.352612222;;;;;;;
2056-1;Cholerzyn Chałupki 01;;2056-01;50.052246388;19.783786666;;;;;;;
2056-2;Cholerzyn Chałupki 02;;2056-02;50.052390000;19.783413888;;;;;;;
2061-1;Cholerzyn Granica 01;;2061-01;50.059836666;19.742602777;;;;;;;
2061-2;Cholerzyn Granica 02;;2061-02;50.059789444;19.742156944;;;;;;;
2058-1;Cholerzyn Sklep 01;;2058-01;50.059207500;19.768913888;;;;;;;
2058-2;Cholerzyn Sklep 02;;2058-02;50.059155833;19.768937500;;;;;;;
2059-1;Cholerzyn Skrzyżowanie 01;;2059-01;50.057961111;19.762076666;;;;;;;
2059-2;Cholerzyn Skrzyżowanie 02;;2059-02;50.057885555;19.761868055;;;;;;;
2057-1;Cholerzyn Skwer 01;;2057-01;50.058485000;19.774553888;;;;;;;
2057-2;Cholerzyn Skwer 02;;2057-02;50.058258611;19.775446944;;;;;;;
2060-1;Cholerzyn Zagórze 01;;2060-01;50.058425555;19.753963611;;;;;;;
2060-2;Cholerzyn Zagórze 02;;2060-02;50.058291111;19.754550000;;;;;;;
465-2;Chopina 02;;465-02;50.067530000;19.917252222;;;;;;;
2285-1;Chorowice Pętla 01;;2285-01;49.949365833;19.869717500;;;;;;;
493-1;Chorzowska 01;;493-01;49.995385833;19.914449722;;;;;;;
2082-1;Chrosna Kapliczka 01;;2082-01;50.079605000;19.729375277;;;;;;;
2082-2;Chrosna Kapliczka 02;;2082-02;50.079636388;19.730253611;;;;;;;
2085-1;Chrosna Pętla 01;;2085-01;50.082203055;19.709563333;;;;;;;
2083-1;Chrosna Sklep 01;;2083-01;50.079667222;19.721047777;;;;;;;
2083-2;Chrosna Sklep 02;;2083-02;50.079583055;19.721172222;;;;;;;
2084-1;Chrosna Studnia 01;;2084-01;50.081384444;19.716254166;;;;;;;
2084-2;Chrosna Studnia 02;;2084-02;50.081307500;19.716030000;;;;;;;
2847-2;Cianowice Do Cegielni 02;;2847-02;50.212663333;19.867174166;;;;;;;
2843-1;Cianowice Małe 01;;2843-01;50.186569722;19.885603611;;;;;;;
2843-2;Cianowice Małe 02;;2843-02;50.186129444;19.885221388;;;;;;;
2845-1;Cianowice Marianów 01;;2845-01;50.204343333;19.880217777;;;;;;;
2845-2;Cianowice Marianów 02;;2845-02;50.203491666;19.880944444;;;;;;;
2846-1;Cianowice Poręba 01;;2846-01;50.210240277;19.871900000;;;;;;;
2846-2;Cianowice Poręba 02;;2846-02;50.209715000;19.872573055;;;;;;;
2844-1;Cianowice Szczodrkowicka 01;;2844-01;50.198067222;19.883602500;;;;;;;
2844-2;Cianowice Szczodrkowicka 02;;2844-02;50.196218333;19.883915555;;;;;;;
347-1;Cichy Kącik 01;347-1t;;50.062955;19.903385;;;;;;;
347-2;Cichy Kącik 02;;347-02;50.061956944;19.901953333;;;;;;;
347-3;Cichy Kącik 03;;347-03;50.062784722;19.902649722;;;;;;;
347-4;Cichy Kącik 04;;347-04;50.063010;19.903670;;;;;;;
347-72;Cichy Kącik 72;;347-72;50.0634837;19.9026805;;;;;;;
347-74;Cichy Kącik 74;;347-74;50.062434;19.9032394;;;;;;;
347-75;Cichy Kącik 75;;347-75;50.0630433;19.9036939;;;;;;;
120-1;Cienista 01;120-1t;;50.08539;20.03852;;;;;;;
120-2;Cienista 02;120-2t;;50.08492;20.03772;;;;;;;
120-3;Cienista 03;;120-03;50.085646111;20.038774444;;;;;;;
120-4;Cienista 04;;120-04;50.085479444;20.039166388;;;;;;;
924-1;Ciesielskiego 01;;924-01;50.0620827;20.0139332;;;;;;;
924-2;Ciesielskiego 02;;924-02;50.061599;20.0143031;;;;;;;
441-1;Clepardia 01;;441-01;50.094079444;19.945286666;;;;;;;
441-2;Clepardia 02;;441-02;50.093211388;19.944814444;;;;;;;
237-1;Cło 01;;237-01;50.080522222;20.185734444;;;;;;;
237-2;Cło 02;;237-02;50.079771944;20.186264722;;;;;;;
476-1;Cmentarz Bielany 01;;476-01;50.047322500;19.826425000;;;;;;;
476-2;Cmentarz Bielany 02;;476-02;50.048657222;19.826242222;;;;;;;
716-1;Cmentarz Bieżanów 01;;716-01;50.011495277;20.024475555;;;;;;;
716-2;Cmentarz Bieżanów 02;;716-02;50.010014166;20.022984722;;;;;;;
716-71;Cmentarz Bieżanów 71;;716-71;50.010487222;20.022855000;;;;;;;
716-72;Cmentarz Bieżanów 72;;716-72;50.010330277;20.022655000;;;;;;;
753-1;Cmentarz Borek Fałęcki 01;;753-01;50.009535000;19.913702777;;;;;;;
753-2;Cmentarz Borek Fałęcki 02;;753-02;50.008723611;19.914952222;;;;;;;
753-81;Cmentarz Borek Fałęcki 81;;753-81;50.009535000;19.913702777;;;;;;;
753-82;Cmentarz Borek Fałęcki 82;;753-82;50.009535833;19.914072222;;;;;;;
391-1;Cmentarz Bronowice (NŻ) 01;;391-01;50.095028888;19.873689722;;;;;NŻ;;
391-2;Cmentarz Bronowice (NŻ) 02;;391-02;50.095628055;19.873196111;;;;;NŻ;;
887-1;Cmentarz Grębałów 01;;887-01;50.091121666;20.070218611;;;;;;;
887-2;Cmentarz Grębałów 02;;887-02;50.091067500;20.070300555;;;;;;;
887-71;Cmentarz Grębałów 71;;887-71;50.090976388;20.069125833;;;;;;;
887-72;Cmentarz Grębałów 72;;887-72;50.091736666;20.073353055;;;;;;;
882-1;Cmentarz Grębałów Południe 01;;882-01;50.090155000;20.063154444;;;;;;;
882-2;Cmentarz Grębałów Południe 02;;882-02;50.090095833;20.063267500;;;;;;;
367-1;Cmentarz Mydlniki 01;;367-01;50.087228888;19.841355000;;;;;;;
367-2;Cmentarz Mydlniki 02;;367-02;50.087306388;19.841109166;;;;;;;
342-1;Cmentarz Olszanica 01;;342-01;50.067607500;19.824427500;;;;;;;
342-2;Cmentarz Olszanica 02;;342-02;50.067574166;19.823732500;;;;;;;
342-4;Cmentarz Olszanica 04;;342-04;50.067700;19.823830;;;;;;;
902-2;Cmentarz Pleszów 02;;902-02;50.072250;20.115340;;;;;;;
475-72;Cmentarz Podgórki Tynieckie 72;;475-72;49.998784722;19.846213333;;;;;;;
643-1;Cmentarz Podgórski 01;643-1t;;50.038989;19.964548;;;;;;;
643-2;Cmentarz Podgórski 02;643-2t;;50.038686;19.964919;;;;;;;
643-3;Cmentarz Podgórski 03;;643-03;50.039476388;19.963613888;;;;;;;
643-4;Cmentarz Podgórski 04;;643-04;50.038599722;19.964871944;;;;;;;
467-71;Cmentarz Półłanki 71;;467-71;50.045690;20.047280;;;;;;;
467-72;Cmentarz Półłanki 72;;467-72;50.045860;20.047290;;;;;;;
848-1;Cmentarz Prądnik Czerwony 01;;848-01;50.101292500;19.982019722;;;;;;;
848-2;Cmentarz Prądnik Czerwony 02;;848-02;50.101564166;19.983171666;;;;;;;
848-3;Cmentarz Prądnik Czerwony 03;;848-03;50.102319444;19.984563611;;;;;;;
848-71;Cmentarz Prądnik Czerwony 71;;848-71;50.101865833;19.983195000;;;;;;;
847-1;Cmentarz Prądnik Czerwony Wschód 01;;847-01;50.102337777;19.986020277;;;;;;;
847-2;Cmentarz Prądnik Czerwony Wschód 02;;847-02;50.102448611;19.986821944;;;;;;;
662-1;Cmentarz Prokocim 01;;662-01;50.021840;20.007250;;;;;;;
662-2;Cmentarz Prokocim 02;;662-02;50.021560;20.007950;;;;;;;
854-1;Cmentarz Rakowicki 01;854-1t;;50.074262;19.957387;;;;;;;
854-2;Cmentarz Rakowicki 02;854-2t;;50.072948;19.956041;;;;;;;
854-3;Cmentarz Rakowicki 03;;854-03;50.073714444;19.958914444;;;;;;;
854-4;Cmentarz Rakowicki 04;;854-04;50.073678333;19.958529722;;;;;;;
840-1;Cmentarz Rakowicki Zachód 01;;840-01;50.076140833;19.946731111;;;;;;;
840-2;Cmentarz Rakowicki Zachód 02;;840-02;50.075635555;19.946810833;;;;;;;
840-3;Cmentarz Rakowicki Zachód 03;;840-03;50.076185833;19.947648888;;;;;;;
222-1;Cmentarz Ruszcza 01;;222-01;50.084936388;20.149770833;;;;;;;
222-2;Cmentarz Ruszcza 02;;222-02;50.084975277;20.149868333;;;;;;;
435-71;Cmentarz Salwator 71;;435-71;50.052880;19.901060;;;;;;;
435-72;Cmentarz Salwator 72;;435-72;50.052880;19.900960;;;;;;;
890-1;Cmentarz Wróblowice 01;;890-01;49.979843055;19.954803611;;;;;;;
890-2;Cmentarz Wróblowice 02;;890-02;49.979788888;19.954995555;;;;;;;
895-1;Cogiteon 01;;895-01;50.086751111;19.986270833;;;;;;;
895-2;Cogiteon 02;;895-02;50.086407777;19.986202777;;;;;;;
444-1;Conrada 01;;444-01;50.088570000;19.900115000;;;;;;;
444-2;Conrada 02;;444-02;50.088568611;19.898292500;;;;;;;
893-1;Cracovia Błonia 01;;893-01;50.058785000;19.921688333;;;;;;;
893-2;Cracovia Błonia 02;;893-02;50.058916666;19.921979722;;;;;;;
894-2;Cracovia Stadion 02;;894-02;50.058503055;19.922690833;;;;;;;
803-1;Cystersów 01;803-1t;;50.066523;19.970519;;;;;;;
803-2;Cystersów 02;803-2t;;50.06654;19.969149;;;;;;;
803-3;Cystersów 03;;803-03;50.066430;19.968080;;;;;;;
803-4;Cystersów 04;;803-04;50.066473055;19.971777777;;;;;;;
803-72;Cystersów 72;;803-72;50.066622222;19.968430277;;;;;;;
2323-1;Czajowice Władysława Łokietka 01;;2323-01;50.189625000;19.798411111;;;;;;;
2323-2;Czajowice Władysława Łokietka 02;;2323-02;50.189878333;19.797361944;;;;;;;
2472-1;Czarnochowice Kokotowska 01;;2472-01;50.012160000;20.074324722;;;;;;;Czarnochowice I 01
2472-2;Czarnochowice Kokotowska 02;;2472-02;50.012268333;20.073585277;;;;;;;Czarnochowice I 02
348-1;Czarnowiejska 01;;348-01;50.066540833;19.922329722;;;;;;;
348-2;Czarnowiejska 02;;348-02;50.066206111;19.922917222;;;;;;;
236-1;Czeczeńska 01;;236-01;50.079356111;20.173663611;;;;;;;
236-2;Czeczeńska 02;;236-02;50.079195833;20.175343611;;;;;;;
2508-1;Czernichów Bór 01;;2508-01;49.999919444;19.667797222;;;;;;;
2508-2;Czernichów Bór 02;;2508-02;49.999580277;19.668184722;;;;;;;
2526-1;Czernichów Ratanice 01;;2526-01;49.996955555;19.650372222;;;;;;;
2526-2;Czernichów Ratanice 02;;2526-02;49.996979444;19.650666944;;;;;;;
2525-1;Czernichów Ratanice Most 01;;2525-01;49.995252777;19.657350833;;;;;;;
2525-2;Czernichów Ratanice Most 02;;2525-02;49.995303611;19.657391666;;;;;;;
2046-1;Czernichów Rynek 01;;2046-01;49.987138888;19.676570555;;;;;;;
2046-81;Czernichów Rynek 81;;2046-81;49.987178055;19.676567500;;;;;;;
2505-1;Czernichów Stacja Paliw 01;;2505-01;49.991879166;19.689272222;;;;;;;
2505-2;Czernichów Stacja Paliw 02;;2505-02;49.992085277;19.688555277;;;;;;;
2506-1;Czernichów Studzienki 01;;2506-01;49.992030277;19.685489722;;;;;;;
2506-2;Czernichów Studzienki 02;;2506-02;49.992102222;19.685365555;;;;;;;
2507-1;Czernichów Zakamycze 01;;2507-01;49.993226388;19.666561388;;;;;;;
2507-2;Czernichów Zakamycze 02;;2507-02;49.993031944;19.666584166;;;;;;;
884-2;Czerwiakowskiego 02;;884-02;50.008302222;20.010038611;;;;;;;
762-2;Czerwieńskiego 02;;762-02;50.083970833;19.902424444;;;;;;;
293-1;Czerwone Maki P+R 01;293-1t;;50.017986;19.889106;;;;;;;Czerwone Maki 01
293-2;Czerwone Maki P+R 02;;293-02;50.017395833;19.888613611;;;;;;;Czerwone Maki 02
293-3;Czerwone Maki P+R 03;;293-03;50.017616944;19.890365000;;;;;;;Czerwone Maki 03
293-4;Czerwone Maki P+R 04;;293-04;50.018157500;19.889425833;;;;;;;Czerwone Maki 04
293-6;Czerwone Maki P+R 06;;293-06;50.018090;19.888820;;;;;;;Czerwone Maki 06
2192-1;Czulice Kościół 01;;2192-01;50.127033055;20.187995833;;;;;;;
2190-1;Czulice Przymiarki 01;;2190-01;50.122565555;20.187431666;;;;;;;
2190-2;Czulice Przymiarki 02;;2190-02;50.122475000;20.187249166;;;;;;;
2064-1;Czułów Granica 01;;2064-01;50.059473055;19.711670000;;;;;;;
2064-2;Czułów Granica 02;;2064-02;50.059428333;19.712057222;;;;;;;
2065-1;Czułów Sklep 01;;2065-01;50.059694166;19.703423611;;;;;;;
2065-2;Czułów Sklep 02;;2065-02;50.059645833;19.703723333;;;;;;;
2066-1;Czułów Szkoła 01;;2066-01;50.061006111;19.694165555;;;;;;;
2066-2;Czułów Szkoła 02;;2066-02;50.060956944;19.694040833;;;;;;;
2584-1;Czułówek Kapliczka 01;;2584-01;50.042299444;19.679867222;;;;;;;
2515-2;Czułówek Skrzyżowanie 02;;2515-02;50.038328611;19.683807222;;;;;;;
2515-3;Czułówek Skrzyżowanie 03;;2515-03;50.039587222;19.683102222;;;;;;;
102-1;Czyżyny 01;102-1t;;50.07399;20.011459;;;;;;;
102-2;Czyżyny 02;102-2t;;50.074038;20.011272;;;;;;;
102-3;Czyżyny 03;;102-03;50.074171388;20.011278888;;;;;;;
102-4;Czyżyny 04;;102-04;50.073797222;20.012490555;;;;;;;
271-1;Czyżyny Dworzec 01;;271-01;50.075166388;20.015249166;;;;;;;
271-1;Czyżyny Dworzec 01;;271-01;50.075170;20.015250;;;;;;;
657-1;Ćwiklińskiej 01;657-1t;;50.016057;20.019317;;;;;;;
657-2;Ćwiklińskiej 02;657-2t;;50.015966;20.019968;;;;;;;
657-3;Ćwiklińskiej 03;;657-03;50.016101111;20.018785000;;;;;;;
657-4;Ćwiklińskiej 04;;657-04;50.015556944;20.020349166;;;;;;;
297-1;Dajwór 01;297-1t;;50.05064;19.95064;;;;;;;
694-1;Danalówka 01;;694-01;50.027448611;20.039033888;;;;;;;
694-2;Danalówka 02;;694-02;50.028386388;20.039470000;;;;;;;
123-1;Darwina 01;123-1t;;50.089985;20.059244;;;;;;;
123-2;Darwina 02;123-2t;;50.089892;20.059126;;;;;;;
123-3;Darwina 03;;123-03;50.091796944;20.059713333;;;;;;;
123-4;Darwina 04;;123-04;50.091896944;20.060222500;;;;;;;
123-5;Darwina 05;;123-05;50.090376388;20.059668333;;;;;;;
123-6;Darwina 06;;123-06;50.090151388;20.060240000;;;;;;;
635-1;Dauna 01;635-1t;;50.018289;19.977516;;;;;;;
635-2;Dauna 02;635-2t;;50.018408;19.977585;;;;;;;
635-3;Dauna 03;;635-03;50.019297222;19.977754722;;;;;;;
635-4;Dauna 04;;635-04;50.018551111;19.977294722;;;;;;;
814-1;Dąbie 01;814-1t;;50.060724;19.979185;;;;;;;
814-2;Dąbie 02;814-2t;;50.060709;19.979012;;;;;;;
814-3;Dąbie 03;814-3t;;50.061634;19.979715;;;;;;;
814-4;Dąbie 04;;814-04;50.060897222;19.979136111;;;;;;;
814-5;Dąbie 05;;814-05;50.060890555;19.979873333;;;;;;;
520-1;Dąbrowa 01;;520-01;50.024466388;19.848940555;;;;;;;
